Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.685,79.711,79.703,79.696,79.736,79.842,80.02,80.301,80.665,81.039,81.429,81.759,82.017,82.214,82.354,82.488,82.618,82.783,82.996,82.217
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.27,61.292,61.671,61.838,61.959,62.375,62.618,63.083,63.303,63.898,64.045,64.587,64.776,64.974,65.46,65.802,66.189,66.306,66.603,66.531
Gabon,GAB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.1490531,3.32484865,3.53252935,3.33048439,2.93238807,3.1433847,3.1629262,2.78979158,3.83574653,2.47556901,2.55771565,2.42097569,2.84087205,2.53282261,2.65743947,3.1076982,2.78068876,2.74500418,2.76836324,3.42724609
Gabon,GAB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,121.067276,132.2174835,166.8857422,182.6153565,190.2705078,212.6170044,254.2019348,271.5088501,283.0319214,207.9378357,262.7745667,226.3252716,262.7824402,234.4215241,188.4241791,208.9052429,193.9759216,211.2257233,208.2883453,228.9761353
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.043,57.08,57.586,58.088,58.394,59.06,59.394,60.082,60.427,60.717,61.526,62.096,62.114,62.269,62.494,63.013,62.995,63.04,63.755,62.612
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.63960838,6.27723551,5.32621098,5.42000151,5.38602448,5.43720865,4.95501947,4.65938807,4.46430683,4.11944056,4.36967373,4.26872253,3.91374874,3.05234575,3.1761291,3.19523716,3.35449266,3.34384227,3.158566,2.6129365
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,38.21402359,36.57312012,28.66201591,32.3373642,33.33732224,33.49129486,35.92889786,39.97063065,34.4699173,32.81699753,30.82727623,29.30704689,25.33724403,17.14346313,19.42744446,20.47114944,21.2003746,22.84936142,22.83255005,18.58098984
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.606,70.024,70.333,70.567,71.13,71.394,71.568,71.332,71.95,72.128,72.39,72.412,72.628,73.099,73.297,73.569,73.57,73.341,73.47,72.765
Georgia,GEO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.16950893,7.81474257,8.02952862,8.08910847,8.07734203,7.63208008,7.43517828,8.44467068,9.56681633,9.07341194,8.0144434,8.04715919,7.88304853,7.9038682,7.42301464,7.99670744,7.05804443,7.11329699,6.65744209,7.6048708
Georgia,GEO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,57.25419617,67.17492676,82.01243591,106.8665619,134.3929901,154.4862824,199.057312,286.31427,274.6847229,289.5420837,316.8233032,348.7668762,357.9101563,369.1384277,294.3503113,321.0837097,303.9432373,331.866333,308.5666504,320.0052185
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,81.04146341
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.92069149,10.18365669,10.40202236,10.14603233,10.31153965,10.17995167,10.05132961,10.25128746,11.23791218,11.09592915,10.77848625,10.85349178,10.99848843,11.02219391,11.18386841,11.23263836,11.32420826,11.45727539,11.69622993,12.82248878
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2346.669189,2567.50293,3152.794189,3459.824951,3558.213379,3698.043457,4182.916016,4669.760254,4674.919434,4611.421875,5037.508789,4765.694824,5099.888672,5307.37793,4624.625,4742.963867,5064.843262,5503.99707,5478.102539,5930.332031
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.107,58.608,59.111,59.191,59.76,59.988,60.224,60.49,60.946,61.157,61.652,62.081,62.42,63.045,63.175,63.89,64.013,64.122,64.74,64.114
Ghana,GHA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.17077661,2.88721824,2.82690215,2.76365352,3.63137388,3.67091465,3.80260491,3.87511325,4.37879181,4.22405624,4.69264126,4.00803423,4.59225416,4.01644135,4.5429678,3.39035821,3.2806716,3.40025568,3.39142489,3.99029994
Ghana,GHA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,19.207201,19.75684166,23.23123741,25.61305428,39.75449371,45.96789932,54.75647736,61.90890884,61.81399536,71.61212158,95.87026215,83.48943329,104.8143082,78.03632355,77.74266815,64.43041229,65.5715332,74.12649536,73.52350616,84.97839355
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.087,80.26,79.694,80.948,81.442,80.393,78.514,80.13,81.243,80.958,81.871,83.366,80.55,81.882,80.427,81.702,81.83,82.154,82.363,82.198
Gibraltar,GIB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.28780488
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.9878397,8.23377991,8.44915581,8.0939045,8.56466961,8.25866985,8.39808273,8.82774162,9.40688515,9.59662342,9.19330311,8.92415524,8.43796444,7.8914113,8.22004509,8.44874573,8.13515854,8.12024307,8.20262337,9.50820732
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1004.81543,1168.824097,1566.40979,1782.695923,1935.267578,2052.875488,2426.759521,2840.508545,2809.05957,2564.369385,2338.915039,1948.248535,1832.029663,1700.494385,1481.419678,1513.259033,1509.784546,1603.077881,1569.029053,1675.117065
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.73487805,67.15292683,68.02243902,68.64390244,68.42243902,68.61658537,69.32292683,70.01512195,70.52804878,70.29195122,69.82487805,70.55,71.57341463,71.98560976,71.97731707,71.82512195,71.64121951,71.88658537,72.04365854,71.63682927
Greenland,GRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.118,73.167,73.188,71.788,73.521,73.7,74.317,74.656,75.036,74.999,75.295,75.042,75.116,74.985,75.013,74.762,74.765,74.808,74.863,74.924
Grenada,GRD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.62456989,6.17569733,5.28485727,5.36568451,5.14460278,5.11352158,5.23867893,5.386199,5.43471003,5.4188118,5.80423355,5.82235765,5.62652922,4.77353573,4.64675617,4.43910027,4.65701056,4.58373737,4.93189621,5.82064009
Grenada,GRD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,271.16745,308.3371582,287.2850647,293.6029053,324.5572205,321.8266296,355.6637268,395.5068054,370.0471497,366.4102783,393.2111206,401.8450623,405.3950195,368.8138428,389.3938294,392.7798157,433.4851379,438.918396,487.6029053,491.0820618
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.41,75.793,76.504,76.923,77.182,77.136,77.098,77.185,77.094,76.879,76.872,76.707,76.72,76.749,76.616,76.877,77.155,77.439,77.717,76.612
Guam,GUM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797
Guatemala,GTM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.07023716,6.01301289,6.15306854,6.26182795,6.14826393,6.36362219,6.1918335,6.08129978,6.33938646,6.1247797,5.96306896,6.07316971,5.77188921,5.8885684,6.00602007,6.07008219,6.13563824,6.11658907,6.18663979,6.46871376
Guatemala,GTM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,99.68914795,107.2444,112.980011,121.7346649,131.9634552,148.5431976,158.3769379,175.1161499,168.8553314,174.7947388,190.7144928,200.3355408,198.3376617,216.795044,233.4156647,246.1173096,265.1839905,265.747345,278.5489807,289.1265564
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.662,53.278,53.678,54.117,54.632,55.108,55.553,56.044,56.348,56.72,57.019,57.406,57.791,57.886,58.134,58.763,59.109,59.349,59.72,59.327
Guinea,GIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.89139318,5.36402321,4.78055525,4.78467607,4.04512262,3.61521959,3.46627593,3.26562262,3.58147597,3.42782617,3.78955102,3.50398517,3.46108699,4.787992,5.80919266,5.39694929,3.91512918,3.73843002,4.06729603,4.0445075
Guinea,GIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.04348946,25.15307426,25.93502045,26.7606411,19.94359016,16.35091019,22.80706406,23.25375366,24.00493622,22.87328911,24.42393684,23.99205208,26.22439003,37.08630371,43.94221878,38.88357544,33.02272034,35.30638123,42.68258286,46.84191895
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.445,50.986,51.405,52.15,52.249,53.371,54.155,54.646,55.541,56.23,56.967,57.69,58.232,58.61,59.128,59.674,60.066,60.502,60.882,59.999
Guinea-Bissau,GNB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.70832205,5.82295084,5.88066673,7.47920179,7.25093508,7.28979349,7.2952776,7.04291964,6.94844532,6.26116657,6.21634817,5.94134808,7.03943443,9.96897411,8.13228226,8.32881451,7.00049543,7.62401152,8.35054398,8.40978622
Guinea-Bissau,GNB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.01342964,21.1406002,24.74531746,32.32466507,33.62273788,32.72365952,37.87835693,45.07809067,40.50091171,37.55819321,44.70295334,37.72527695,46.01106644,64.91837311,52.38645935,56.52604294,54.74217224,59.61203003,61.00823593,61.43194199
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.788,64.728,64.6,64.93,65.132,65.667,66.254,66.288,66.563,66.743,66.982,67.23,67.473,67.882,68.201,68.384,68.667,68.896,69.124,68.486
Guyana,GUY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.05506778,3.19353795,3.26884198,3.43770432,3.79409742,3.93144464,4.28126192,4.20242214,4.35117149,4.21897697,4.17213488,3.7081871,3.80231309,3.94755435,4.02264786,4.01842117,4.3191123,4.90492535,4.93049145,5.50864172
Guyana,GUY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,60.46850204,65.32598114,68.42656708,74.88806915,85.49252319,98.42082214,125.8489609,138.7843933,150.3843994,162.9921722,186.5948181,202.51857,212.0263519,216.9332428,228.0209503,237.3030548,268.69104,298.9507446,319.3625794,378.0621643
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.489,58.855,59.507,58.475,60.415,60.763,61.103,61.332,61.741,46.019,61.623,62.291,62.605,62.987,63.237,63.392,63.854,64.019,64.255,64.052
Haiti,HTI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.7502923,3.43250132,3.53695321,3.42928433,3.30554652,3.48013902,3.64734101,3.75722051,3.50277376,4.54871035,5.91197777,5.56462336,4.10524035,4.52035809,5.07518148,4.80760574,3.81993892,4.31650324,3.91107914,3.22171094
Haiti,HTI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,27.21361732,22.22666931,18.49892044,23.90322304,25.11820602,28.96251106,37.40650558,40.25810623,41.22427368,55.5110321,76.81674194,74.79749298,59.15798187,64.86157227,68.24273682,59.83052063,53.57900788,62.0178251,49.08564227,44.1798359
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.006,69.366,69.507,69.796,70.104,70.261,70.376,70.441,70.911,71.088,71.439,71.734,71.963,72.259,72.487,72.588,72.692,72.814,72.881,71.462
Honduras,HND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.92998314,6.2445755,6.89004707,6.85484362,7.50086403,7.86318684,8.08494949,8.60362625,8.99592495,8.72536373,8.79187012,8.65655136,8.47723007,7.91455746,7.4837904,7.709445,7.00668859,7.22820663,7.30497599,9.03509808
Honduras,HND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,66.35316467,69.90351105,78.74036407,82.34390259,96.74766541,110.8378906,126.1158905,147.416153,158.5394898,163.5370483,180.5815735,182.4237213,175.01651,171.3048096,168.9259338,176.9731598,168.3921814,177.6466675,184.0391846,212.6973114
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.42439024,81.42682927,81.37804878,81.82926829,81.62926829,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.6804878,84.93414634,85.1804878,85.49756098
"Hong Kong SAR, China",HKG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.56829268
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.82614756,7.1210165,8.11923504,7.7565484,7.98271132,7.77566671,7.2018342,7.08621168,7.21973991,7.44544077,7.4782691,7.40815496,7.23183966,7.04440498,6.85204268,6.98634624,6.73819399,6.5753026,6.29731894,7.25031424
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,359.6974793,473.1278381,682.8656616,798.4536133,895.2033081,893.2030029,1003.258179,1117.202271,943.6876831,983.1108398,1063.432251,961.1383667,990.6311646,1006.156494,870.5194092,914.1933594,984.40802,1079.839355,1053.723633,1163.246826
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,83.16341463,83.06341463
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.75266171,9.40382481,9.72930241,9.32854366,8.94694996,8.55709076,8.3535862,8.34370804,8.77518463,8.36173058,8.20293236,8.18118858,8.17555237,8.22888947,8.06978989,8.09714794,8.26131916,8.37734032,8.5256052,9.55796337
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2526.901123,3044.794678,3837.097168,4411.334473,5076.371582,4915.054688,5800.042969,4746.686523,3620.835938,3612.051514,3910.575439,3759.893555,4068.558838,4487.530273,4269.933594,5015.73291,5944.97168,6233.915527,5865.231445,5636.935059
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.091,63.616,64.094,64.524,64.996,65.412,65.788,66.149,66.513,66.909,67.359,67.887,68.46,69.074,69.636,70.117,70.467,70.71,70.91,70.15
India,IND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.26278067,4.24016762,4.00848055,3.95739174,3.79116249,3.63477802,3.51754212,3.51468062,3.48537874,3.27211928,3.24634218,3.32935286,3.74944186,3.61956549,3.59565997,3.50430417,2.93597651,2.8584938,2.94352531,2.95919013
India,IND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,19.72481918,20.14343643,21.88180733,24.91808891,27.49860001,29.38866425,35.66086578,37.69172668,38.11827087,44.89941788,48.32049179,48.61182785,55.67115021,56.56586456,58.35064697,59.96335602,56.89699936,57.70291901,60.66871643,56.62868881
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.758,67.134,67.413,65.75,67.649,67.914,68.189,68.226,68.494,68.679,68.823,68.973,69.264,69.533,69.699,69.798,69.936,70.338,70.518,68.808
Indonesia,IDN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.11850214,1.98062706,2.24837184,2.12002277,2.53189397,2.61946416,2.82385564,2.54842305,2.62324095,2.7908783,2.98942471,2.91427088,2.86934805,2.96433568,2.92428517,3.02147198,2.90417194,2.86757827,2.90491366,3.41433048
Indonesia,IDN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,17.0277462,19.14863396,25.73569489,26.21132469,34.40548706,44.80917358,56.52228165,59.79582214,62.98189545,86.36213684,108.0318604,106.9016342,103.3793182,103.0588379,97.16175842,107.5287094,111.5139618,111.9118729,120.5895844,132.9633331
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.955,70.445,69.823,71.37,71.838,72.276,72.772,72.624,72.698,73.069,73.679,74.186,74.449,74.782,75.124,75.6,75.971,76.195,76.103,74.832
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.15979576,4.65182209,4.95589161,5.12801409,5.29996157,5.15990877,4.91188192,5.03990459,6.11493444,6.29153061,6.09787989,6.12235117,5.54722023,6.35239553,7.25335979,7.82282066,7.7543416,7.52609015,5.94786263,5.33579969
"Iran, Islamic Rep.",IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,94.29735565,105.7046814,116.9039154,142.1769104,173.7969208,197.7808991,245.0089722,297.5087585,364.4345093,436.1362915,518.84021,513.454895,408.3304443,375.284668,369.989563,437.6725159,462.2135925,462.6940308,450.5970154,573.40448
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.034,67.084,65.643,65.031,64.844,63.587,63.553,64.942,66.446,67.062,67.659,68.023,68.253,68.914,69.44,68.988,70.413,71.514,71.576,69.123
Iraq,IRQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,2.99196053,3.84302664,2.89739943,2.42247891,3.10637712,3.03573871,3.76825905,3.23055625,2.79131818,2.69039416,2.81939769,2.79654908,3.14434433,3.28159881,4.19215298,4.05837107,4.25629616,5.08489752
Iraq,IRQ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,26.67431259,50.5264473,50.43411255,54.59182739,96.28826141,136.7442932,138.9161835,143.1274109,160.1351013,173.1930389,186.4440155,178.5784149,147.7589417,142.0034638,203.1660919,226.6874542,239.5789185,202.3096771
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.20487805,82.70243902,82.55609756
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.39249372,6.67263031,7.00761414,7.21972942,7.64242792,7.51646948,7.80773735,9.12564754,10.52275753,10.5258255,10.6313448,10.62784767,10.30873108,9.54538631,7.31753302,7.44555712,7.14633131,6.88002014,6.6733737,7.10143661
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1823.734741,2200.357422,2910.932129,3483.160645,3938.191162,4147.132324,4858.64502,5638.779297,5502.887695,5133.455078,5558.296875,5222.044922,5328.579102,5329.980469,4561.38916,4709.168457,5010.256348,5484.221191,5430.99707,6092.176758
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.51,75.42,76.096,76.966,77.623,78.191,78.331,78.449,78.681,78.983,79.19,79.337,79.473,80.037,78.905,80.314,80.457,80.596,80.737,80.588
Isle of Man,IMN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805,82.64878049
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.22309399,7.14622402,7.08494616,7.02140188,7.11747074,6.90668821,6.87812519,6.94865084,7.04995871,6.99706697,6.9564743,7.08083487,7.04248762,7.12200594,7.10024405,7.16409779,7.23601007,7.28700161,7.47252941,8.31950188
Israel,ISR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1514.768555,1361.949829,1389.938477,1443.157104,1512.270996,1558.285889,1772.585938,2128.545166,2036.264771,2240.439453,2445.981445,2410.146484,2681.192139,2816.117676,2660.699707,2801.224854,3093.885742,3219.688965,3454.468018,3867.404541
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.49756098,82.19512195
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.73760843,7.86693573,7.83297729,8.16549301,8.33931828,8.43673038,8.13610077,8.53282356,8.95162296,8.91602039,8.77413177,8.78352833,8.77543831,8.86791801,8.85689163,8.72533035,8.67773914,8.68187714,8.6563549,9.63378334
Italy,ITA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1586.657104,1762.537598,2163.025391,2565.627441,2677.552246,2832.697754,3092.558838,3504.111572,3337.750732,3217.682861,3392.012695,3086.303223,3149.242676,3154.275879,2675.671631,2699.73291,2809.721436,3002.76123,2910.62793,3057.04248
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.758,70.888,70.806,70.86,71.044,71.199,71.418,71.612,72.124,72.622,73.094,73.433,73.412,72.982,72.394,72.02,71.911,71.793,71.767,71.869
Jamaica,JAM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.15652943,4.74544334,4.22014141,4.80435276,4.54581785,4.20788145,5.32057667,5.61143064,5.14654493,5.2951932,5.23845339,4.88512897,4.95443439,5.16564465,5.62470436,5.70102215,6.14859295,5.96798849,6.09761,6.61175442
Jamaica,JAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,180.5921783,174.8167267,150.1188965,183.4915619,190.9417572,186.6435547,252.1128388,283.7284241,229.1301422,256.0642395,275.5392456,262.0988159,254.8423462,257.846344,285.59729,286.3452148,324.2245178,333.8786926,343.0619202,325.7205505
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.41634146,81.69073171,81.76,82.0302439,81.95512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,84.56
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.23947906,7.35235405,7.48654842,7.53518438,7.65818596,7.68688869,7.77935696,8.08909321,8.9587822,9.0630064,10.48780155,10.67169094,10.67438698,10.7290144,10.74969959,10.65891552,10.65627098,10.74637508,10.75110722,10.9042511
Japan,JPN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2492.459717,2415.816162,2653.749268,2887.937988,2895.206543,2765.587891,2783.259521,3225.263184,3698.760498,4074.339844,5106.898438,5235.416016,4357.681152,4121.529785,3754.916992,4199.713379,4148.374512,4287.996094,4378.774902,4388.095703
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.147,72.359,72.573,72.772,72.932,73.145,73.373,73.591,73.801,74,74.189,74.366,74.562,74.789,75.011,75.215,75.502,75.774,76.044,75.184
Jordan,JOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.58549213,9.36340237,8.84089088,8.74985027,8.59408951,7.81179047,8.04956055,8.48880577,9.22396946,8.17025661,8.14807701,7.81799555,7.16592407,7.20892906,7.4609561,7.15642214,7.98199654,7.84809589,7.56996918,7.4691391
Jordan,JOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,171.8250732,175.384613,172.2494659,186.106369,196.4689789,199.648819,219.4053192,289.9857788,333.8076782,319.841095,338.3460999,342.9404297,320.8673096,306.806427,303.2345276,286.503479,323.5533752,322.124176,314.8845215,298.6446228
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37
Kazakhstan,KAZ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.47096992,3.61480069,3.72334647,3.98308039,3.90172577,3.39824915,2.70314932,3.04952621,3.49913716,2.73641348,2.60236716,3.03725958,2.66286707,2.97468472,3.04051137,3.42235589,3.05244446,2.8178606,2.78745699,3.78894091
Kazakhstan,KAZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,50.31726837,58.05897141,74.46767426,110.7313538,142.3589935,173.9719086,177.0726013,251.2476654,245.9894104,243.638916,297.23526,369.3800659,363.2746277,374.3919678,314.3294067,259.8743591,278.0074463,272.6035461,270.0130615,341.5420837
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.508,54.99,55.601,56.361,57.344,58.222,58.865,59.614,60.365,60.649,61.046,61.115,61.389,61.816,61.892,62.163,62.481,62.676,62.943,62.675
